workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,e2e_median,e2e_warm_median,cold_pct_max
C_hit,orig,2d,async,10,128,618.81,623.87,549.47,21.05,100.0,207.86,139.11,68.51,825.73,686.95,0.0
C_hit,orig,2d,pread,10,128,616.00,620.68,551.91,19.71,100.0,570.07,138.69,430.35,1185.57,1046.94,0.0
C_hit,orig,2e_K10,async,10,128,529.50,623.76,493.88,50.10,100.0,219.61,137.97,81.03,749.56,611.63,0.0
C_hit,orig,2e_K10,pread,10,128,560.48,645.22,493.73,62.51,100.0,1118.07,138.50,979.94,1694.58,1555.92,0.0
C_hit,orig,2e_K500,async,10,128,649.69,654.73,579.80,27.79,44.8,852.41,139.61,713.25,1503.49,1363.84,0.0
C_hit,orig,2e_K500,pread,10,128,597.59,605.87,588.93,5.38,100.0,3340.94,138.03,3202.09,3943.26,3804.40,0.0
C_hit,orig,2f_slru,async,10,128,86.72,89.36,83.75,2.06,100.0,1496.06,138.64,1358.57,1582.28,1444.86,0.0
C_hit,orig,2f_slru,pread,10,128,84.14,86.85,81.77,1.56,100.0,4701.50,138.25,4562.77,4785.57,4646.84,0.0
C_hit,orig,2f_top14,async,10,128,500.53,563.84,494.13,29.13,100.0,216.74,138.12,78.28,717.17,579.23,0.0
C_hit,orig,2f_top14,pread,10,128,544.49,565.12,494.70,31.01,100.0,1018.58,138.03,881.14,1560.72,1422.45,0.0
C_hit,orig,2f_top28,async,10,128,618.52,651.01,555.46,24.73,100.0,234.66,138.53,95.93,854.24,714.18,0.0
C_hit,orig,2f_top28,pread,10,128,516.48,567.42,496.98,29.40,100.0,1024.78,138.67,885.38,1545.61,1406.89,0.0
C_hit,orig,baseline,baseline,10,128,1020.08,1039.43,945.23,37.05,0.0,0.00,0.00,0.00,1020.08,1020.08,0.0
C_hit,orig,layers_92,async,10,128,647.91,653.54,579.62,27.86,100.0,340.44,138.55,201.66,986.62,850.18,0.0
C_hit,orig,layers_92,pread,10,128,648.10,664.15,581.14,22.26,100.0,7936.28,138.67,7795.76,8589.69,8450.78,0.0
