workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,baseline,baseline,128,1,1,0.00,0.00,898.59,0.00,0.00,0.00,,,898.59,898.59,2.15,187.00,257.00,1.04,19446124,2026-09-18T05:49:33Z
B,orig,baseline,baseline,128,1,1,0.00,0.00,2066.14,0.00,0.00,0.00,,,2066.14,2066.14,2.46,188.00,265.00,1.04,19447188,2026-09-18T05:49:33Z
C,orig,baseline,baseline,128,1,1,0.00,0.00,1069.05,0.00,0.00,0.00,,,1069.05,1069.05,1.60,19.00,32.00,1.04,19450076,2026-09-18T05:49:33Z
C_hit,orig,baseline,baseline,128,1,1,0.00,0.00,1073.82,0.00,0.00,0.00,,,1073.82,1073.82,1.80,39.00,60.00,1.04,19451160,2026-09-18T05:49:34Z
A,orig,layers_5,pread,128,1,1,0.00,100.00,871.38,636.19,187.39,448.79,,,1507.57,1320.17,2.16,186.00,259.00,1.04,19450600,2026-09-18T05:49:34Z
A,orig,layers_5,async,128,1,1,0.00,100.00,805.27,248.84,179.31,69.53,,,1054.11,874.80,2.07,186.00,259.00,1.04,19451636,2026-09-18T05:49:34Z
A,orig,layers_5,async_win,128,1,1,0.00,100.00,866.62,247.65,179.49,7.49,60.66,2.00,1114.27,874.11,2.11,186.00,259.00,1.04,19452860,2026-09-18T05:49:35Z
A,orig,layers_5,async_bulk,128,1,1,0.00,100.00,874.37,248.09,179.05,7.96,61.09,2.00,1122.46,882.33,2.13,186.00,259.00,1.04,19452776,2026-09-18T05:49:35Z
A,orig,layers_92,pread,128,1,1,0.00,100.00,475.85,8472.55,178.15,8294.40,,,8948.40,8770.25,2.17,185.00,265.00,1.04,19455672,2026-09-18T05:49:35Z
A,orig,layers_92,async,128,1,1,0.00,100.00,478.44,339.82,135.21,204.61,,,818.26,683.05,2.10,185.00,264.00,1.04,19459364,2026-09-18T05:49:36Z
A,orig,layers_92,async_win,128,1,1,0.00,100.00,481.69,320.14,134.00,121.19,64.95,87.00,801.83,602.88,2.09,185.00,264.00,1.04,19458268,2026-09-18T05:49:36Z
A,orig,layers_92,async_bulk,128,1,1,0.00,100.00,479.98,327.36,134.85,125.53,66.98,87.00,807.34,605.51,2.17,185.00,265.00,1.04,19463556,2026-09-18T05:49:36Z
A,orig,2d,pread,128,1,1,0.00,100.00,476.42,1832.52,145.27,1687.24,,,2308.94,2163.66,2.13,185.00,265.00,1.04,19464004,2026-09-18T05:49:37Z
A,orig,2d,async,128,1,1,0.00,100.00,481.64,234.18,147.95,86.23,,,715.82,567.87,2.13,185.00,265.00,1.04,19464636,2026-09-18T05:49:37Z
A,orig,2d,async_win,128,1,1,0.00,100.00,477.86,235.01,147.97,24.07,62.97,13.00,712.87,501.93,2.14,185.00,264.00,1.04,19466504,2026-09-18T05:49:37Z
A,orig,2d,async_bulk,128,1,1,0.00,100.00,479.57,233.79,149.26,21.76,62.77,13.00,713.36,501.33,2.13,185.00,265.00,1.04,19466416,2026-09-18T05:49:37Z
A,orig,2e_K10,pread,128,1,1,0.00,100.00,183.39,2689.15,178.00,2511.14,,,2872.54,2694.53,2.23,189.00,272.00,1.12,19468904,2026-09-18T05:49:38Z
A,orig,2e_K10,async,128,1,1,0.00,100.00,184.88,278.37,175.77,102.60,,,463.25,287.48,2.13,189.00,271.00,1.12,19471288,2026-09-18T05:49:38Z
A,orig,2e_K10,async_win,128,1,1,0.00,100.00,181.17,274.55,173.62,39.16,61.77,23.00,455.72,220.33,2.08,189.00,271.00,1.12,19471660,2026-09-18T05:49:38Z
A,orig,2e_K10,async_bulk,128,1,1,0.00,100.00,182.87,274.12,178.06,31.23,64.83,23.00,456.99,214.10,2.18,189.00,270.00,1.12,19471660,2026-09-18T05:49:39Z
A,orig,2e_K500,pread,128,1,1,0.00,100.00,183.83,20631.86,186.62,20445.24,,,20815.69,20629.07,1.70,52.00,319.00,1.12,19471540,2026-09-18T05:49:39Z
A,orig,2e_K500,async,128,1,1,0.00,28.20,230.80,955.77,187.72,768.04,,,1186.57,998.84,2.08,186.00,397.00,1.12,19473708,2026-09-18T05:49:39Z
A,orig,2e_K500,async_win,128,1,1,0.00,100.00,181.80,978.48,184.76,701.63,92.09,461.00,1160.28,883.43,2.08,186.00,399.00,1.12,19473804,2026-09-18T05:49:40Z
A,orig,2e_K500,async_bulk,128,1,1,0.00,100.00,183.82,1014.35,178.34,744.28,91.72,461.00,1198.17,928.10,2.10,186.00,401.00,1.12,19474292,2026-09-18T05:49:40Z
A,orig,2f_top14,pread,128,1,1,0.00,100.00,463.93,1304.92,140.26,1164.66,,,1768.85,1628.59,2.13,187.00,266.00,1.12,19475288,2026-09-18T05:49:40Z
A,orig,2f_top14,async,128,1,1,0.00,100.00,480.88,220.74,140.17,80.56,,,701.62,561.44,2.13,187.00,266.00,1.12,19476284,2026-09-18T05:49:41Z
A,orig,2f_top14,async_win,128,1,1,0.00,100.00,478.90,212.56,131.68,19.47,61.42,13.00,691.46,498.37,2.09,187.00,266.00,1.12,19477204,2026-09-18T05:49:41Z
A,orig,2f_top14,async_bulk,128,1,1,0.00,100.00,491.18,218.50,133.17,22.92,62.41,13.00,709.68,514.10,2.08,187.00,265.00,1.12,19478260,2026-09-18T05:49:41Z
A,orig,2f_top28,pread,128,1,1,0.00,100.00,180.37,2606.16,146.22,2459.93,,,2786.53,2640.30,2.10,188.00,276.00,1.12,19479856,2026-09-18T05:49:42Z
A,orig,2f_top28,async,128,1,1,0.00,100.00,182.26,253.27,150.74,102.52,,,435.53,284.78,2.08,188.00,276.00,1.12,19479412,2026-09-18T05:49:42Z
A,orig,2f_top28,async_win,128,1,1,0.00,100.00,181.24,240.74,139.71,38.14,62.89,27.00,421.98,219.38,2.14,188.00,276.00,1.12,19478948,2026-09-18T05:49:42Z
A,orig,2f_top28,async_bulk,128,1,1,0.00,100.00,182.73,244.55,143.14,38.76,62.65,27.00,427.28,221.49,2.06,188.00,276.00,1.12,19479940,2026-09-18T05:49:43Z
A,orig,2f_top100,pread,128,1,1,0.00,100.00,728.76,9474.14,145.94,9328.20,,,10202.90,10056.96,2.14,188.00,315.00,1.19,19464688,2026-09-18T05:49:43Z
A,orig,2f_top100,async,128,1,1,0.00,100.00,183.44,357.71,143.83,213.88,,,541.15,397.32,2.10,188.00,312.00,1.19,19464332,2026-09-18T05:49:43Z
A,orig,2f_top100,async_win,128,1,1,0.00,100.00,181.96,345.60,141.61,137.57,66.42,97.00,527.56,319.53,2.10,188.00,313.00,1.19,19465044,2026-09-18T05:49:44Z
A,orig,2f_top100,async_bulk,128,1,1,0.00,92.00,181.52,1034.28,472.45,115.71,446.13,97.00,1215.80,297.23,2.14,188.00,312.00,1.19,19465544,2026-09-18T05:49:44Z
A,orig,2f_top500,pread,128,1,1,0.00,100.00,183.49,20244.29,182.47,20061.82,,,20427.78,20245.31,1.69,52.00,323.00,1.19,19465904,2026-09-18T05:49:44Z
