workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,10,128,521.28,578.56,483.22,31.14,100.0,310.51,224.80,85.84,,,839.19,607.12,0.0
A,orig,2d,async_bulk,5,128,582.78,584.78,514.66,27.25,100.0,310.95,226.56,22.06,62.57,13.00,894.41,606.04,0.0
A,orig,2d,async_win,10,128,538.03,571.20,486.32,26.90,100.0,311.36,226.78,22.16,62.49,13.00,864.86,560.78,0.0
A,orig,2d,pread,5,128,556.13,574.13,512.61,21.44,100.0,1927.47,223.90,1701.39,,,2487.96,2264.63,0.0
A,orig,2e_K10,async,10,128,522.56,615.11,444.70,56.73,100.0,327.30,223.89,103.23,,,850.03,626.29,0.0
A,orig,2e_K10,async_bulk,5,128,551.39,584.51,519.39,23.56,100.0,324.57,226.80,36.08,62.74,23.00,876.17,589.86,0.0
A,orig,2e_K10,async_win,10,128,518.74,571.51,485.33,27.08,100.0,321.46,223.47,35.31,62.56,23.00,843.79,557.41,0.0
A,orig,2e_K10,pread,5,128,525.61,556.80,515.63,17.39,100.0,2745.94,225.69,2518.13,,,3271.55,3043.74,0.0
A,orig,2e_K500,async,10,128,608.40,1988.76,571.23,755.72,100.0,1098.45,225.19,869.50,,,1698.18,1472.99,0.0
A,orig,2e_K500,async_bulk,5,128,571.97,612.91,539.16,32.22,100.0,1054.05,226.70,721.70,91.70,457.00,1611.00,1283.86,0.0
A,orig,2e_K500,async_win,10,128,577.65,671.45,452.38,83.03,100.0,1031.53,225.19,715.43,91.13,457.00,1596.06,1270.88,0.0
A,orig,2e_K500,pread,5,128,520.79,602.99,503.34,42.02,100.0,41014.68,224.85,40789.96,,,41522.12,41297.40,0.0
A,orig,2f_slru,async,10,128,98.85,104.41,97.59,2.56,100.0,7243.89,224.02,7018.96,,,7342.39,7116.97,0.0
A,orig,2f_slru,async_bulk,5,128,725.32,759.71,709.22,19.45,1.5,702.99,223.13,80.04,399.01,2.00,1428.31,804.73,0.0
A,orig,2f_slru,async_win,10,128,99.34,131.20,96.30,16.90,87.8,2649.36,225.28,2023.48,399.14,138.00,2749.52,2123.03,0.0
A,orig,2f_slru,pread,5,128,102.00,183.12,95.91,39.93,100.0,17672.48,225.49,17446.98,,,17873.12,17647.62,0.0
A,orig,2f_top100,async,10,128,577.06,591.01,489.41,35.15,100.0,437.05,225.61,211.49,,,1012.99,787.55,0.0
A,orig,2f_top100,async_bulk,5,128,549.66,575.98,515.06,24.23,100.0,413.54,223.83,124.58,65.81,97.00,960.93,670.31,0.0
A,orig,2f_top100,async_win,10,128,544.97,557.13,482.74,27.61,100.0,421.53,225.60,121.70,66.56,97.00,974.37,662.50,0.0
A,orig,2f_top100,pread,5,128,519.16,549.20,513.47,14.65,100.0,9137.17,224.40,8910.79,,,9691.49,9465.11,0.0
A,orig,2f_top14,async,10,128,539.25,584.94,513.99,24.72,100.0,306.55,224.71,81.12,,,854.86,630.01,0.0
A,orig,2f_top14,async_bulk,5,128,581.97,586.01,558.30,10.17,100.0,305.42,223.33,19.49,62.32,13.00,886.84,600.79,0.0
A,orig,2f_top14,async_win,10,128,539.77,915.07,504.04,193.27,100.0,306.75,224.49,19.66,62.12,13.00,847.05,559.83,0.0
A,orig,2f_top14,pread,5,128,589.73,1211.49,528.59,318.33,100.0,1500.37,226.12,1272.74,,,2088.15,1861.69,0.0
A,orig,2f_top28,async,10,128,549.19,1042.79,483.38,217.22,100.0,323.41,223.74,99.46,,,872.39,647.14,0.0
A,orig,2f_top28,async_bulk,5,128,524.37,553.67,512.38,17.21,100.0,325.98,224.63,38.83,62.42,27.00,848.25,562.38,0.0
A,orig,2f_top28,async_win,10,128,521.93,569.49,482.03,27.12,100.0,325.21,223.88,39.23,62.77,27.00,849.18,562.64,0.0
A,orig,2f_top28,pread,5,128,523.09,551.43,487.01,22.75,100.0,2592.04,225.14,2367.42,,,3103.65,2878.76,0.0
A,orig,2f_top500,async,10,128,609.75,616.11,525.53,30.93,100.0,1114.54,225.38,891.00,,,1717.22,1489.26,0.0
A,orig,2f_top500,async_bulk,5,128,610.91,611.93,577.47,16.20,100.0,1048.23,225.48,694.58,129.24,447.00,1657.33,1303.17,0.0
A,orig,2f_top500,async_win,10,128,608.27,614.65,540.60,24.08,100.0,1049.59,224.43,696.00,128.63,447.00,1640.38,1278.86,0.0
A,orig,2f_top500,pread,5,128,517.40,617.88,508.05,49.24,100.0,28489.31,225.56,28263.75,,,29006.38,28780.82,0.0
