workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,parse_us,ranges,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb,ts
A,orig,baseline,baseline,128,1,1,0.00,0.00,930.80,0.00,0.00,0.00,,,930.80,930.80,2.13,186.00,259.00,1.05,42912280,2026-09-23T04:52:15Z
B,orig,baseline,baseline,128,1,1,0.00,0.00,975.94,0.00,0.00,0.00,,,975.94,975.94,2.20,188.00,264.00,1.05,42911868,2026-09-23T04:52:15Z
C,orig,baseline,baseline,128,1,1,0.00,0.00,841.53,0.00,0.00,0.00,,,841.53,841.53,1.59,18.00,35.00,1.05,42912032,2026-09-23T04:52:15Z
C_hit,orig,baseline,baseline,128,1,1,0.00,0.00,1067.22,0.00,0.00,0.00,,,1067.22,1067.22,1.68,39.00,62.00,1.05,42912952,2026-09-23T04:52:16Z
A,orig,layers_5,pread,128,1,1,0.00,100.00,971.55,606.06,154.06,452.00,,,1577.61,1423.55,2.16,185.00,262.00,1.05,42912636,2026-09-23T04:52:16Z
A,orig,layers_5,async,128,1,1,0.00,100.00,902.05,222.22,153.20,69.02,,,1124.27,971.07,2.13,186.00,260.00,1.05,42915276,2026-09-23T04:52:16Z
A,orig,layers_5,async_win,128,1,1,0.00,100.00,962.22,220.37,151.09,7.58,61.70,2.00,1182.59,969.80,2.13,186.00,260.00,1.05,42915388,2026-09-23T04:52:17Z
A,orig,layers_5,async_bulk,128,1,1,0.00,100.00,1017.25,219.14,149.10,8.59,61.46,2.00,1236.39,1025.84,2.16,186.00,260.00,1.05,42915268,2026-09-23T04:52:17Z
A,orig,layers_92,pread,128,1,1,0.00,100.00,600.73,8257.52,150.34,8107.18,,,8858.25,8707.91,2.11,183.00,273.00,1.05,42917284,2026-09-23T04:52:17Z
A,orig,layers_92,async,128,1,1,0.00,100.00,662.85,356.07,150.85,205.22,,,1018.92,868.07,2.11,184.00,270.00,1.05,42917732,2026-09-23T04:52:18Z
A,orig,layers_92,async_win,128,1,1,0.00,100.00,667.58,330.27,149.66,114.39,66.22,87.00,997.85,781.97,2.15,184.00,270.00,1.05,42917684,2026-09-23T04:52:18Z
A,orig,layers_92,async_bulk,128,1,1,0.00,100.00,662.72,338.29,151.96,119.70,66.62,87.00,1001.01,782.42,2.15,184.00,270.00,1.05,42919680,2026-09-23T04:52:18Z
