workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2d,async,10,128,487.50,513.18,439.00,25.86,100.0,266.58,182.73,83.68,,,753.58,571.19,0.0
A,orig,2d,async_bulk,5,128,498.65,508.06,443.14,25.06,100.0,266.49,183.21,21.71,61.87,13.00,764.45,520.22,0.0
A,orig,2d,async_win,10,128,503.26,567.69,438.05,44.53,100.0,266.89,183.63,21.76,61.70,13.00,770.16,525.55,0.0
A,orig,2d,pread,5,128,510.76,535.18,440.68,33.02,100.0,1874.43,183.82,1690.61,,,2385.19,2201.37,0.0
A,orig,2e_K10,async,10,128,474.65,536.61,435.25,33.97,100.0,279.89,182.93,96.67,,,757.87,569.65,0.0
A,orig,2e_K10,async_bulk,5,128,499.32,507.88,467.60,14.36,100.0,277.43,183.69,34.01,61.69,23.00,778.08,535.64,0.0
A,orig,2e_K10,async_win,10,128,503.32,747.13,467.51,124.94,100.0,278.04,183.40,32.50,61.97,23.00,800.71,536.07,0.0
A,orig,2e_K10,pread,5,128,506.42,1050.58,438.99,283.06,100.0,2667.45,181.49,2485.96,,,3174.79,2993.32,0.0
A,orig,2e_K500,async,10,128,554.32,561.38,487.84,25.15,100.0,1025.88,183.41,841.83,,,1579.39,1396.68,0.0
A,orig,2e_K500,async_bulk,5,128,514.14,551.96,489.62,27.78,100.0,957.97,183.44,683.46,90.96,460.00,1475.46,1204.18,0.0
A,orig,2e_K500,async_win,10,128,555.43,559.62,488.76,20.41,100.0,963.27,184.78,688.44,90.48,460.00,1520.37,1245.41,0.0
A,orig,2e_K500,pread,5,128,492.71,499.93,489.64,4.33,100.0,18409.45,183.98,18225.19,,,18908.78,18724.52,0.0
A,orig,2f_slru,async,10,128,97.47,99.56,95.10,1.50,100.0,7207.75,182.94,7025.40,,,7306.91,7124.56,0.0
A,orig,2f_slru,async_bulk,5,128,754.61,838.34,723.35,48.59,1.4,636.81,183.17,79.38,377.55,2.00,1394.31,833.99,0.0
A,orig,2f_slru,async_win,10,128,96.17,97.37,91.12,1.78,84.8,2541.04,182.36,1985.79,372.10,139.00,2635.80,2079.93,0.0
A,orig,2f_slru,pread,5,128,95.85,96.66,93.91,0.97,100.0,18868.52,183.53,18686.52,,,18962.43,18780.43,0.0
A,orig,2f_top100,async,10,128,500.89,511.94,445.33,22.19,100.0,380.75,183.26,195.71,,,877.24,694.55,0.0
A,orig,2f_top100,async_bulk,5,128,473.05,535.68,444.87,34.07,100.0,370.75,181.80,122.05,65.48,99.00,845.78,598.58,0.0
A,orig,2f_top100,async_win,10,128,503.09,556.19,448.11,34.12,100.0,372.19,184.42,119.87,65.76,99.00,876.27,623.88,0.0
A,orig,2f_top100,pread,5,128,470.62,504.31,468.30,16.68,100.0,8986.89,182.86,8801.92,,,9489.24,9305.54,0.0
